,LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate,zip_code_5,Minority,YearApproved,NAICS_6,LongName,IndustrySubsector,NAICS_4,BorrowerName - Clean
38086,6371677210,04/28/2020,912.0,PPP,EASTMAN RESTAURANT GROUP LLC,327 GOLDEN GATE AVE,RICHMOND,CA,94530,0,Exemption 4,24,100,183857.0,183857.0,0.0,,6042.0,Mechanics Bank,1111 Civic Dr,WALNUT CREEK,CA,94596-3895,U,N,N,Existing or more than 2 years old,RICHMOND,CONTRA COSTA,CA,94530-0001,CA-11,19,722511.0,Black or African American,Not Hispanic or Latino,0.0,183857.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),6042.0,Mechanics Bank,WALNUT CREEK,CA,Female Owned,Veteran,,0.0,,94530.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,EASTMAN RESTAURANT GROUP
38090,5218887104,04/13/2020,912.0,PPP,BACKYARD OAKLAND LLC,104 OAK ST,OAKLAND,CA,94607-4510,04/07/2021,Paid in Full,24,100,183700.0,183700.0,0.0,,484528.0,"CRF Small Business Loan Company, LLC",801 Nicollet Mall Suite 1700 West,MINNEAPOLIS,MN,55402,U,Y,Y,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94607-4510,CA-13,35,722511.0,Unanswered,Hispanic or Latino,3000.0,171200.0,0.0,9500.0,0.0,0.0,0.0,Corporation,484528.0,"CRF Small Business Loan Company, LLC",MINNEAPOLIS,MN,Male Owned,Veteran,,185416.21,03/31/2021,94607.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,BACKYARD OAKLAND
38106,4967888408,02/07/2021,912.0,PPS,BAIWEI CORP,1879 Lundy Ave Ste 228,San Jose,CA,95131-1881,0,Exemption 4,60,100,183082.0,183082.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95131-1881,CA-17,15,722511.0,Asian,Not Hispanic or Latino,1.0,183076.0,0.0,0.0,0.0,0.0,0.0,Corporation,119918.0,East West Bank,PASADENA,CA,Female Owned,Non-Veteran,,0.0,,95131.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,BAIWEI
38114,9407688401,02/17/2021,912.0,PPS,MJKANG INC,357 Grand Ave,Oakland,CA,94610-4827,0,Exemption 4,60,100,182767.0,182767.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94610-4827,CA-13,21,722511.0,Asian,Not Hispanic or Latino,1.0,182765.0,0.0,0.0,0.0,0.0,0.0,Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,0.0,,94610.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,MJKANG
38116,7277158310,01/28/2021,912.0,PPS,SAN 21 RESTAURANT INC.,1332 Castro St,San Francisco,CA,94114-3621,0,Exemption 4,60,100,182687.0,182687.0,0.0,,455644.0,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403-6244,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94114-3621,CA-12,17,722511.0,Asian,Not Hispanic or Latino,1.0,182682.0,0.0,0.0,0.0,0.0,0.0,Corporation,455644.0,Live Oak Banking Company,WILMINGTON,NC,Male Owned,Non-Veteran,,0.0,,94114.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SAN 21 RESTAURANT
38122,9048178300,01/30/2021,912.0,PPS,THE SILARGORN CORPORATION,3189 16th St,San Francisco,CA,94103-3334,0,Exemption 4,60,100,182346.0,182346.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94103-3334,CA-12,15,722511.0,Asian,Not Hispanic or Latino,1.0,182340.0,0.0,0.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,0.0,,94103.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,THE SILARGORN
38133,4153827101,04/12/2020,912.0,PPP,DELICA IWATA CALIFORNIA,One Ferry Building Shop 45,San Francisco,CA,94111,0,Exemption 4,24,100,181687.0,181687.0,0.0,,11822.0,"MUFG Union Bank, National Association","400 California St., Mailcode 4-455-212",SAN FRANCISCO,CA,94104,U,Y,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94111-0001,CA-12,24,722513.0,Asian,Not Hispanic or Latino,0.0,181687.0,0.0,0.0,0.0,0.0,0.0,Corporation,11822.0,"MUFG Union Bank, National Association",SAN FRANCISCO,CA,Male Owned,Non-Veteran,,0.0,,94111.0,Yes,2020,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,DELICA IWATA CALIFORNIA
38149,3697108500,02/24/2021,912.0,PPS,DANCING YAK LLC,280 Valencia St,San Francisco,CA,94103-2321,0,Exemption 4,60,100,180404.0,180404.0,0.0,,456756.0,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94103-2321,CA-12,19,721199.0,Asian,Unknown/NotStated,1.0,180402.0,0.0,0.0,0.0,0.0,0.0,Corporation,456756.0,Cross River Bank,TEANECK,NJ,Female Owned,Non-Veteran,,0.0,,94103.0,Yes,2021,721199.0,All Other Traveler Accommodation ,Traveler Accommodation,7211.0,DANCING YAK
38151,9896498501,03/12/2021,912.0,PPS,NEW YORK PIZZA INC,325 Hamilton Ave,Palo Alto,CA,94301-2544,0,Exemption 4,60,100,180316.0,180316.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,Palo Alto,SANTA CLARA,CA,94301-2544,CA-18,20,722513.0,Asian,Not Hispanic or Latino,1.0,180314.0,0.0,0.0,0.0,0.0,0.0,Corporation,48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,0.0,,94301.0,Yes,2021,722513.0,Limited-Service Restaurants ,Restaurants and Other Eating Places,7225.0,NEW YORK PIZZA
38159,9442358304,01/30/2021,912.0,PPS,ROCKIN CRAWFISH INC,211 Foothill Blvd Ste B,Oakland,CA,94606-1722,0,Exemption 4,60,100,179865.0,179865.0,0.0,LA Crawfish,111901.0,"LendingClub Bank, National Association",2701 N Thanksgiving Way,LEHI,UT,84043,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94606-1722,CA-13,16,722511.0,Asian,Not Hispanic or Latino,1.0,179860.0,0.0,0.0,0.0,0.0,0.0,Corporation,111901.0,"LendingClub Bank, National Association",LEHI,UT,Female Owned,Non-Veteran,,0.0,,94606.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,ROCKIN CRAWFISH
38161,8369218306,01/29/2021,912.0,PPS,LITTLE SKILLET LLC,360 Ritch St Ste 200,San Francisco,CA,94107-1747,0,Exemption 4,60,100,179760.0,179760.0,0.0,,5280.0,Fremont Bank,39150 Fremont Blvd,FREMONT,CA,94538-1316,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94107-1747,CA-12,12,722511.0,Asian,Unknown/NotStated,1.0,179755.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),5280.0,Fremont Bank,FREMONT,CA,Female Owned,Non-Veteran,,0.0,,94107.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,LITTLE SKILLET
38186,8942088406,02/14/2021,912.0,PPS,EDM HOSPITALITY INC,1653 Polk St,San Francisco,CA,94109-3614,0,Exemption 4,60,100,177936.0,177936.0,0.0,,529652.0,"Amur Equipment Finance, Inc.","308 N. Locust St, Suite 100",Grand Island,NE,68801,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94109-3614,CA-12,15,722511.0,Asian,Not Hispanic or Latino,1.0,177934.0,0.0,0.0,0.0,0.0,0.0,Corporation,529652.0,"Amur Equipment Finance, Inc.",Grand Island,NE,Female Owned,Unanswered,,0.0,,94109.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,EDM HOSPITALITY
38187,1153368500,02/18/2021,912.0,PPS,JALISCO RESTAURANT,618 Main St,Watsonville,CA,95076-4352,0,Exemption 4,60,100,177898.0,177898.0,0.0,,6042.0,Mechanics Bank,1111 Civic Dr,WALNUT CREEK,CA,94596-3895,U,Y,Y,Existing or more than 2 years old,Watsonville,SANTA CRUZ,CA,95076-4352,CA-20,27,722511.0,Unanswered,Hispanic or Latino,1.0,177895.0,0.0,0.0,0.0,0.0,0.0,Sole Proprietorship,6042.0,Mechanics Bank,WALNUT CREEK,CA,Female Owned,Veteran,,0.0,,95076.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,JALISCO RESTAURANT
38195,5459857009,04/05/2020,912.0,PPP,MODERN CITIZEN INC.,250 OAK ST,SAN FRANCISCO,CA,94102-5808,03/18/2021,Paid in Full,24,100,177400.0,177400.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,Y,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94102-5808,CA-12,21,448120.0,Asian,Not Hispanic or Latino,0.0,177400.0,0.0,0.0,0.0,0.0,0.0,Corporation,119918.0,East West Bank,PASADENA,CA,Female Owned,Non-Veteran,,168474.15,11/27/2020,94102.0,Yes,2020,448120.0,Women's Clothing Stores ,Clothing Stores ,4481.0,MODERN CITIZEN
38211,7845767700,05/01/2020,912.0,PPP,SOPH INC,571 W El Camino Real,Mountain View,CA,94040,0,Exemption 4,60,100,176500.0,176500.0,0.0,Papa John's,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,N,N,Existing or more than 2 years old,Mountain View,SANTA CLARA,CA,94040-0002,CA-18,37,,Black or African American,Not Hispanic or Latino,0.0,176500.0,0.0,0.0,0.0,0.0,0.0,Corporation,72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Non-Veteran,,0.0,,94040.0,Yes,2020,,,,,SOPH
38223,4241447301,04/29/2020,912.0,PPP,KODE RUAY INC,346 CLEMENT ST,SAN FRANCISCO,CA,94118-2316,0,Exemption 4,24,100,176077.62,176077.62,0.0,,436276.0,Idaho First Bank,475 E Deinhard Ln,MCCALL,ID,83638-4800,U,N,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94118-2316,CA-12,51,722511.0,Asian,Not Hispanic or Latino,0.0,176077.62,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,436276.0,Idaho First Bank,MCCALL,ID,Male Owned,Non-Veteran,,0.0,,94118.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,KODE RUAY
38232,5390617204,04/27/2020,912.0,PPP,LDMUD HOLDINGS LLC,101 MISSION ST STE 1115,SAN FRANCISCO,CA,94105-1733,05/19/2021,Paid in Full,24,100,175480.0,175480.0,0.0,,20088.0,First Hawaiian Bank,999 Bishop St,HONOLULU,HI,96813-4423,U,N,N,New Business or 2 years or less,SAN FRANCISCO,SAN FRANCISCO,CA,94105-1733,CA-12,25,721110.0,Asian,Not Hispanic or Latino,0.0,175480.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),20088.0,First Hawaiian Bank,HONOLULU,HI,Unanswered,Unanswered,,177239.67,04/28/2021,94105.0,Yes,2020,721110.0,Hotels (except Casino Hotels) and Motels ,Traveler Accommodation,7211.0,LDMUD HOLDINGS
38235,4228117705,05/01/2020,912.0,PPP,SEVEN SALON INC,5358 COLLEGE AVE,OAKLAND,CA,94618,0,Exemption 4,24,100,175458.0,175458.0,0.0,,12096.0,"Wells Fargo Bank, National Association",101 N Philips Ave,SIOUX FALLS,SD,57104-6738,U,N,N,Existing or more than 2 years old,OAKLAND,ALAMEDA,CA,94618-1000,CA-13,15,812112.0,Asian,Not Hispanic or Latino,0.0,175458.0,0.0,0.0,0.0,0.0,0.0,Corporation,12096.0,"Wells Fargo Bank, National Association",SIOUX FALLS,SD,Female Owned,Non-Veteran,,0.0,,94618.0,Yes,2020,812112.0,Beauty Salons ,Personal Care Services ,8121.0,SEVEN SALON
38239,9631828400,02/17/2021,912.0,PPS,DUMPLING EMPIRE CORPORATION,216 Cypress Ave,South San Francisco,CA,94080-3704,0,Exemption 4,60,100,175287.0,175287.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Y,Existing or more than 2 years old,South San Francisco,SAN MATEO,CA,94080-3704,CA-14,26,722511.0,Asian,Not Hispanic or Latino,1.0,175282.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,0.0,,94080.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,DUMPLING EMPIRE
38261,9645417204,04/28/2020,912.0,PPP,SUZUKI & KITARO GENERAL PARTNERSHIP,5723 Geary Boulevard,San Francisco,CA,94121,0,Exemption 4,24,100,174667.0,174667.0,0.0,,92028.0,Kinecta FCU,1440 Rosecrans Ave,MANHATTAN BEACH,CA,90266-3702,U,N,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94121-0001,CA-12,26,722511.0,Asian,Not Hispanic or Latino,0.0,174667.0,0.0,0.0,0.0,0.0,0.0,Partnership,92028.0,Kinecta FCU,MANHATTAN BEACH,CA,Male Owned,Non-Veteran,,0.0,,94121.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SUZUKI & KITARO GENERAL PARTNERSHIP
38286,6029457208,04/27/2020,912.0,PPP,SUSHI KO INC.,1819 LARKSPUR LANDING CIRCLE,LARKSPUR,CA,94939,05/07/2021,Paid in Full,24,100,173252.0,173252.0,0.0,,113074.0,Bank of Marin,"504 Redwood Blvd, Ste 100",NOVATO,CA,94947-6923,U,N,N,Existing or more than 2 years old,LARKSPUR,MARIN,CA,94939-1000,CA-02,20,722511.0,Asian,Not Hispanic or Latino,0.0,173252.0,0.0,0.0,0.0,0.0,0.0,Corporation,113074.0,Bank of Marin,NOVATO,CA,Female Owned,Non-Veteran,,174941.21,04/22/2021,94939.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SUSHI KO
38289,2630157302,04/29/2020,912.0,PPP,"SHRI BALAJI, INC",1278 BRIARBERRY COURT,SAN JOSE,CA,95131,0,Exemption 4,24,100,173000.0,173000.0,0.0,,92074.0,Meriwest CU,5615 Chesbro Ave,SAN JOSE,CA,95123-3046,U,N,N,Existing or more than 2 years old,SAN JOSE,SANTA CLARA,CA,95131-1000,CA-17,42,722511.0,Asian,Unknown/NotStated,0.0,173000.0,0.0,0.0,0.0,0.0,0.0,Corporation,92074.0,Meriwest CU,SAN JOSE,CA,Female Owned,Unanswered,,0.0,,95131.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SHRI BALAJI
38297,9536887108,04/15/2020,912.0,PPP,TSELOGS CORPORATION,11 SAN RD,COLMA,CA,94014,0,Exemption 4,24,100,172165.0,172165.0,0.0,,53803.0,"U.S. Bank, National Association",425 Walnut St,CINCINNATI,OH,45202-3956,U,N,N,Existing or more than 2 years old,COLMA,SAN MATEO,CA,94014-0301,CA-14,22,722511.0,Asian,Not Hispanic or Latino,0.0,172165.0,0.0,0.0,0.0,0.0,0.0,Corporation,53803.0,"U.S. Bank, National Association",CINCINNATI,OH,Female Owned,Non-Veteran,,120692.33,05/18/2021,94014.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,TSELOGS
38306,6066117406,05/13/2020,912.0,PPP,DON PISTO RESTAURANTS LLC,510 Union Street,San Francisco,CA,94133,0,Exemption 4,60,100,171700.0,171700.0,0.0,,72601.0,"Zions Bank, A Division of",1 S Main St,SALT LAKE CITY,UT,84133-1109,U,Y,Y,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94133-0001,CA-12,33,722511.0,Asian,Unknown/NotStated,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),72601.0,"Zions Bank, A Division of",SALT LAKE CITY,UT,Male Owned,Unanswered,,0.0,,94133.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,DON PISTO RESTAURANTS
38308,7620378500,03/06/2021,912.0,PPS,CASARO DUE INC,235 Church St,San Francisco,CA,94114-1310,0,Exemption 4,60,100,171615.0,171615.0,0.0,,188162.0,Mortgage Capital Development Corporation,1720 Broadway 3rd Floor,Oakland,CA,94612,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94114-1310,CA-12,8,722511.0,Unanswered,Hispanic or Latino,1.0,171609.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),188162.0,Mortgage Capital Development Corporation,Oakland,CA,Male Owned,Non-Veteran,,0.0,,94114.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,CASARO DUE
38333,6683127208,04/28/2020,912.0,PPP,"KANSAI JAPANESE RESTAURANT, INC.",4345 Telegraph Avenue,Oakland,CA,94609-2015,0,Exemption 4,24,100,170000.0,170000.0,0.0,,123118.0,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.","4185 Harrison Blvd, Ste 200",OGDEN,UT,84403-6400,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94609-2015,CA-13,20,722511.0,Asian,Hispanic or Latino,14000.0,136000.0,0.0,20000.0,0.0,0.0,0.0,Corporation,123118.0,"Transportation Alliance Bank, Inc. d/b/a TAB Bank, Inc.",OGDEN,UT,Male Owned,Non-Veteran,,0.0,,94609.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,KANSAI JAPANESE RESTAURANT
38334,7228117110,04/14/2020,912.0,PPP,SAMS INCORPORATED,1220 MARKET ST,SAN FRANCISCO,CA,94102-4801,0,Exemption 4,24,100,247000.0,170000.0,0.0,,5597.0,Hanmi Bank,"3660 Wilshire Blvd, PH-A",LOS ANGELES,CA,90010-2719,U,Y,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94102-4801,CA-12,25,722511.0,Asian,Not Hispanic or Latino,0.0,170000.0,0.0,0.0,0.0,0.0,0.0,Corporation,5597.0,Hanmi Bank,LOS ANGELES,CA,Female Owned,Non-Veteran,,0.0,,94102.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SAMS
38336,8758907309,05/01/2020,912.0,PPP,SALON NINE LLC,9 Maiden Lane,San Francisco,CA,94108,0,Exemption 4,24,100,169995.0,169995.0,0.0,,14315.0,Bank of the West,180 Montgomery St 25th Fl,SAN FRANCISCO,CA,94104-4206,U,Y,Y,New Business or 2 years or less,San Francisco,SAN FRANCISCO,CA,94108-0099,CA-12,19,812112.0,Asian,Unknown/NotStated,0.0,169995.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),14315.0,Bank of the West,SAN FRANCISCO,CA,Female Owned,Unanswered,,0.0,,94108.0,Yes,2020,812112.0,Beauty Salons ,Personal Care Services ,8121.0,SALON NINE
38344,6549937704,05/03/2020,912.0,PPP,SAZZE INC,690 SARATOGA AVE STE 201,SAN JOSE,CA,95129-2073,0,Exemption 4,24,100,169359.0,169359.0,0.0,,9551.0,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,Y,New Business or 2 years or less,SAN JOSE,SANTA CLARA,CA,95129-2073,CA-18,11,454111.0,Asian,Not Hispanic or Latino,0.0,169359.0,0.0,0.0,0.0,0.0,0.0,Corporation,9551.0,"Bank of America, National Association",CHARLOTTE,NC,Male Owned,Non-Veteran,,171126.83,05/20/2021,95129.0,Yes,2020,454111.0,,,,SAZZE
38348,6647548302,01/27/2021,912.0,PPS,J & I INC.,329 11th St,Oakland,CA,94607-4215,0,Exemption 4,60,100,169134.0,169134.0,0.0,,89895.0,"Gateway Bank, FSB",360 8th St,OAKLAND,CA,94607-4241,U,Y,Y,Existing or more than 2 years old,Oakland,ALAMEDA,CA,94607-4215,CA-13,23,722511.0,Asian,Not Hispanic or Latino,1.0,169132.0,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,89895.0,"Gateway Bank, FSB",OAKLAND,CA,Male Owned,Non-Veteran,,0.0,,94607.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,J & I
38352,2372477300,04/29/2020,912.0,PPP,"SERENITY MEDSPA, LLC",126 post street,san francisco,CA,94108,0,Exemption 4,24,100,169000.0,169000.0,0.0,,524612.0,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Y,Existing or more than 2 years old,san francisco,SAN FRANCISCO,CA,94108-0099,CA-12,14,812199.0,Asian,Not Hispanic or Latino,0.0,169000.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),100631.0,Greater Nevada CU,CARSON CITY,NV,Male Owned,Unanswered,,0.0,,94108.0,Yes,2020,812199.0,Other Personal Care Services ,Personal Care Services ,8121.0,SERENITY MEDSPA
38355,2238637702,05/01/2020,912.0,PPP,KONJOE IZAKAYA LLC,1389 Marcello Dr,San Jose,CA,95131,05/22/2021,Paid in Full,24,100,168950.0,168950.0,0.0,,48270.0,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240-2031,U,N,N,Existing or more than 2 years old,San Jose,SANTA CLARA,CA,95131-1000,CA-17,16,,Asian,Hispanic or Latino,4437.0,123213.0,0.0,35000.0,0.0,3500.0,2800.0,Limited  Liability Company(LLC),48270.0,"JPMorgan Chase Bank, National Association",COLUMBUS,OH,Male Owned,Non-Veteran,,170518.33,04/08/2021,95131.0,Yes,2020,,,,,KONJOE IZAKAYA
38373,4515627403,05/09/2020,912.0,PPP,MINISTRY OF TASTE,303 SECOND STREET ST,SAN FRANCISCO,CA,94107-0009,0,Exemption 4,24,100,165018.0,167937.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,N,N,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94107-0009,CA-12,38,722511.0,Black or African American,Not Hispanic or Latino,0.0,167937.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),119918.0,East West Bank,PASADENA,CA,Male Owned,Non-Veteran,,0.0,,94107.0,Yes,2020,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,MINISTRY OF TASTE
38386,5853558508,03/02/2021,912.0,PPS,PROFESSIONAL COMPUTER SUPPORT INC.,150 Executive Park Blvd Ste 3750,San Francisco,CA,94134-3321,0,Exemption 4,60,100,167487.22,167487.22,0.0,,48902.0,Emigrant Bank,5 E 42nd St,NEW YORK CITY,NY,10017-6904,U,N,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94134-3321,CA-12,15,541690.0,Unanswered,Hispanic or Latino,1.0,167484.22,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,48902.0,Emigrant Bank,NEW YORK CITY,NY,Male Owned,Non-Veteran,,0.0,,94134.0,Yes,2021,541690.0,Other Scientific and Technical Consulting Services,"Management, Scientific, and Technical Consulting Services",5416.0,PROFESSIONAL COMPUTER SUPPORT
38387,3530697210,04/27/2020,912.0,PPP,"PROFESSIONAL COMPUTER SUPPORT, INC","150 Executive Blvd., Suite 3750",San Francisco,CA,94134,04/13/2021,Paid in Full,24,100,167487.0,167487.0,0.0,,48902.0,Emigrant Bank,5 E 42nd St,NEW YORK CITY,NY,10017-6904,U,Y,N,Existing or more than 2 years old,San Francisco,SAN FRANCISCO,CA,94134-0002,CA-12,13,541519.0,Unanswered,Hispanic or Latino,0.0,167487.0,0.0,0.0,0.0,0.0,0.0,Subchapter S Corporation,48902.0,Emigrant Bank,NEW YORK CITY,NY,Male Owned,Non-Veteran,,168868.19,03/02/2021,94134.0,Yes,2020,541519.0,Other Computer Related Services,Computer Systems Design and Related Services,5415.0,PROFESSIONAL COMPUTER SUPPORT
38394,1793348503,02/19/2021,912.0,PPS,SAM WO VENTURES LLC,713 Clay Street,SAN FRANCISCO,CA,94108,0,Exemption 4,60,100,119483.0,167277.0,0.0,,119918.0,East West Bank,"135 N Los Robles Ave, 7th Fl",PASADENA,CA,91101-4525,U,Y,Y,Existing or more than 2 years old,SAN FRANCISCO,SAN FRANCISCO,CA,94108,CA-12,23,722511.0,Asian,Not Hispanic or Latino,0.0,167277.0,0.0,0.0,0.0,0.0,0.0,Limited  Liability Company(LLC),119918.0,East West Bank,PASADENA,CA,Male Owned,Unanswered,,0.0,,94108.0,Yes,2021,722511.0,Full-Service Restaurants ,Restaurants and Other Eating Places,7225.0,SAM WO VENTURES
38403,7740988903,05/07/2021,912.0,PPS,SANGEETHA RESTAURANTS USA,1103 E El Camino Real,Sunnyvale,CA,94087-3758,0,Exemption 4,60,100,166656.0,166656.0,0.0,,456756.0,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,N,Existing or more than 2 years old,Sunnyvale,SANTA CLARA,CA,94087-3758,CA-17,20,721199.0,Asian,Not Hispanic or Latino,1.0,166651.0,0.0,0.0,0.0,0.0,0.0,Corporation,456756.0,Cross River Bank,TEANECK,NJ,Male Owned,Non-Veteran,,0.0,,94087.0,Yes,2021,721199.0,All Other Traveler Accommodation ,Traveler Accommodation,7211.0,SANGEETHA RESTAURANTS USA
